Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,FraudFound_P
Oct,5,Sunday,Chevrolet,Urban,Tuesday,Oct,5,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,4017,15,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,0
Jul,3,Tuesday,Pontiac,Urban,Thursday,Jul,4,Male,Married,53,Third Party,Sedan - All Perils,Sedan,30000 to 39000,4018,11,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0
Dec,1,Friday,Toyota,Urban,Friday,Dec,1,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4019,1,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1994,Collision,0
Nov,3,Sunday,Pontiac,Urban,Friday,Nov,4,Male,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4020,4,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,0
May,5,Wednesday,Pontiac,Urban,Friday,Jun,1,Male,Married,38,Third Party,Sedan - All Perils,Sedan,30000 to 39000,4021,5,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,0
Jun,1,Thursday,Mazda,Urban,Friday,Jun,2,Female,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4022,12,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,0
May,3,Sunday,Chevrolet,Rural,Thursday,May,4,Male,Married,49,Policy Holder,Utility - All Perils,Utility,more than 69000,4023,14,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,0
Jul,1,Tuesday,Pontiac,Urban,Monday,Jul,3,Female,Single,26,Policy Holder,Sedan - Liability,Sport,less than 20000,4024,2,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,0
Jun,2,Tuesday,Toyota,Urban,Thursday,Jun,5,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4025,4,400,1,15 to 30,more than 30,1,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1994,Collision,0
Aug,5,Wednesday,Chevrolet,Urban,Wednesday,Aug,5,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4026,11,400,3,more than 30,more than 30,1,6 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,0
Dec,2,Saturday,Toyota,Urban,Monday,Dec,2,Female,Married,34,Policy Holder,Sedan - Liability,Sport,more than 69000,4027,14,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,0
Feb,2,Monday,Honda,Urban,Friday,Feb,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,4028,8,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,0
Jul,2,Sunday,Toyota,Urban,Thursday,Jul,4,Male,Married,49,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4029,4,400,3,none,15 to 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,0
May,4,Friday,Pontiac,Urban,Monday,Jun,1,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,4030,12,500,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils,1
Nov,3,Monday,Pontiac,Urban,Tuesday,Nov,4,Female,Single,58,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4031,14,700,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,0
May,4,Friday,Toyota,Rural,Thursday,Jun,1,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4032,14,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,0
Jan,3,Thursday,Mazda,Urban,Monday,Jan,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4033,11,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision,0
May,5,Tuesday,Ford,Urban,Tuesday,May,5,Male,Married,26,Policy Holder,Sedan - Liability,Sport,more than 69000,4034,5,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0
Feb,2,Sunday,Mazda,Urban,Wednesday,Mar,2,Female,Married,34,Third Party,Sport - Collision,Sport,more than 69000,4035,12,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0
Oct,3,Sunday,Honda,Urban,Monday,Nov,2,Male,Single,30,Policy Holder,Sedan - Liability,Sport,more than 69000,4036,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0
Jun,2,Saturday,Chevrolet,Urban,Monday,Jun,2,Female,Married,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,4037,16,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0
Feb,2,Monday,Mazda,Urban,Tuesday,Feb,2,Male,Single,26,Policy Holder,Sport - Collision,Sport,more than 69000,4038,1,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0
Feb,1,Tuesday,Chevrolet,Urban,Thursday,Apr,2,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4039,6,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,0
Jan,3,Friday,Honda,Urban,Friday,Feb,3,Male,Married,36,Third Party,Sedan - Liability,Sport,20000 to 29000,4040,2,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,0
Nov,3,Saturday,Pontiac,Urban,Monday,Nov,3,Female,Married,50,Third Party,Sedan - All Perils,Sedan,30000 to 39000,4041,14,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,0
Nov,3,Thursday,Toyota,Urban,Friday,Nov,3,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4042,13,400,1,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0
Dec,3,Saturday,Toyota,Urban,Monday,Jan,3,Female,Single,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4043,1,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,0
Nov,1,Saturday,Toyota,Urban,Wednesday,Nov,3,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4044,5,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0
Nov,1,Sunday,Pontiac,Urban,Monday,Nov,3,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,4045,8,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,0
Oct,2,Tuesday,Accura,Urban,Thursday,Oct,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4046,16,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,0
May,4,Friday,Pontiac,Rural,Friday,Jun,3,Female,Married,31,Third Party,Sedan - Collision,Sedan,less than 20000,4047,2,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,0
Oct,2,Sunday,Honda,Rural,Thursday,Oct,3,Female,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4048,8,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0
Aug,1,Wednesday,Honda,Urban,Friday,Aug,1,Male,Single,22,Policy Holder,Sport - Collision,Sport,more than 69000,4049,15,400,4,more than 30,more than 30,1,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0
Jul,3,Tuesday,Chevrolet,Urban,Tuesday,Jul,3,Male,Married,80,Policy Holder,Sedan - Liability,Sport,more than 69000,4050,1,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0
Jul,3,Tuesday,Honda,Urban,Wednesday,Jul,3,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4051,1,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0
Jun,2,Thursday,Chevrolet,Urban,Monday,Jun,2,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4052,7,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,0
Jun,2,Thursday,Mazda,Urban,Thursday,Jun,2,Female,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4053,14,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,0
Apr,3,Tuesday,Pontiac,Urban,Wednesday,Apr,3,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4054,10,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Liability,0
Dec,3,Thursday,Toyota,Rural,Friday,Dec,3,Female,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4055,13,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,0
Dec,1,Monday,Pontiac,Rural,Monday,Dec,1,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4056,7,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,0
Oct,5,Monday,Ford,Urban,Sunday,Feb,2,Male,Married,69,Third Party,Sport - All Perils,Sport,60000 to 69000,4057,12,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,0
Oct,3,Saturday,Honda,Urban,Wednesday,Oct,4,Male,Married,45,Policy Holder,Sport - Collision,Sport,more than 69000,4058,4,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,0
Oct,2,Monday,Pontiac,Urban,Thursday,Oct,2,Female,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4059,12,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,0
Aug,3,Sunday,Honda,Urban,Wednesday,Aug,3,Female,Single,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4060,3,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994,Liability,0
Jul,2,Wednesday,Chevrolet,Urban,Thursday,Jul,3,Female,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,4061,16,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,0
Jun,4,Wednesday,Toyota,Urban,Monday,Jun,4,Male,Married,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4062,7,700,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0
Jun,4,Wednesday,Toyota,Urban,Thursday,Jun,4,Male,Married,61,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4063,2,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability,0
May,3,Friday,Chevrolet,Urban,Friday,Jun,1,Male,Married,32,Policy Holder,Utility - All Perils,Utility,more than 69000,4064,11,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,0
Jul,3,Wednesday,Pontiac,Rural,Wednesday,Jul,3,Male,Single,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4065,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0
Jul,3,Thursday,Pontiac,Urban,Friday,Jul,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,more than 69000,4066,12,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0
May,2,Thursday,Ford,Urban,Monday,May,3,Male,Married,63,Third Party,Sedan - All Perils,Sedan,40000 to 59000,4067,5,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,0
Apr,1,Wednesday,Honda,Rural,Thursday,Jun,1,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4068,2,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,0
Apr,1,Tuesday,Chevrolet,Urban,Thursday,Apr,1,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4069,15,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0
Apr,1,Sunday,Toyota,Urban,Tuesday,Apr,3,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4070,14,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,0
Oct,4,Saturday,Pontiac,Rural,Tuesday,Oct,4,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4071,11,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,0
Oct,4,Sunday,Toyota,Urban,Monday,Oct,4,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4072,14,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,Internal,none,no change,1 vehicle,1994,Collision,0
Sep,1,Tuesday,Honda,Urban,Thursday,Sep,2,Male,Single,25,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4073,16,400,2,more than 30,more than 30,1,6 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0
Sep,1,Thursday,Mazda,Urban,Thursday,Sep,3,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4074,11,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0
Jul,4,Monday,Toyota,Urban,Tuesday,Aug,1,Male,Single,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4075,14,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Liability,0
Jul,4,Thursday,Toyota,Urban,Tuesday,Aug,1,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4076,11,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0
Jun,4,Monday,Toyota,Rural,Monday,Jul,3,Male,Married,62,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4077,3,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0
Jun,4,Tuesday,Honda,Urban,Friday,Jun,4,Male,Married,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4078,16,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,0
Jun,1,Saturday,Pontiac,Urban,Tuesday,Jun,2,Male,Married,53,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4079,13,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,0
Jun,1,Thursday,Honda,Urban,Thursday,Jun,1,Female,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4080,9,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,0
May,5,Saturday,Chevrolet,Urban,Tuesday,Jun,3,Male,Married,60,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4081,14,500,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils,0
May,2,Wednesday,Honda,Urban,Friday,Jun,2,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4082,2,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,0
May,1,Monday,Pontiac,Urban,Tuesday,May,1,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4083,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0
Jul,3,Sunday,Toyota,Urban,Tuesday,Jul,3,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,less than 20000,4084,11,400,3,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0
Jul,3,Monday,Pontiac,Urban,Friday,Jul,4,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4085,4,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,0
Jul,2,Wednesday,Toyota,Urban,Wednesday,Jul,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4086,8,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,0
Nov,3,Friday,Pontiac,Rural,Wednesday,Nov,4,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4087,4,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0
May,5,Sunday,Honda,Rural,Tuesday,May,5,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4088,9,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,1
May,5,Sunday,Toyota,Urban,Monday,Jun,1,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4089,10,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1
Oct,4,Thursday,Pontiac,Urban,Monday,Oct,5,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4090,1,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,0
Oct,4,Thursday,Mazda,Urban,Monday,Oct,5,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4091,11,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1994,Collision,0
Oct,4,Tuesday,Chevrolet,Urban,Monday,Oct,5,Male,Single,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4092,5,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,0
Aug,5,Sunday,Honda,Urban,Monday,Sep,1,Male,Single,21,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4093,3,400,2,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0
Aug,4,Wednesday,Chevrolet,Urban,Friday,Aug,4,Male,Married,51,Third Party,Sedan - Liability,Sport,20000 to 29000,4094,5,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,0
May,5,Monday,Chevrolet,Urban,Wednesday,Jun,1,Male,Married,37,Policy Holder,Utility - All Perils,Utility,more than 69000,4095,3,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1
Jul,3,Sunday,Mazda,Urban,Monday,Jul,3,Male,Married,46,Third Party,Sedan - Collision,Sedan,20000 to 29000,4096,10,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,1 year,2 vehicles,1994,Collision,0
Jul,2,Thursday,Honda,Urban,Monday,Jul,3,Male,Married,33,Policy Holder,Sport - Collision,Sport,more than 69000,4097,11,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0
Jun,3,Friday,Honda,Urban,Tuesday,Jun,4,Male,Single,26,Third Party,Sedan - All Perils,Sedan,less than 20000,4098,2,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,0
Jun,3,Sunday,Mazda,Rural,Monday,Jul,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4099,9,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0
Jun,2,Tuesday,Accura,Rural,Wednesday,Jun,2,Male,Married,65,Policy Holder,Utility - All Perils,Utility,more than 69000,4100,4,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,0
May,4,Thursday,Saturn,Urban,Wednesday,Jun,4,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4101,15,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1994,Collision,0
Jan,4,Monday,Chevrolet,Urban,Thursday,Feb,1,Male,Married,54,Third Party,Sedan - Collision,Sedan,30000 to 39000,4102,13,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0
