longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.07,37.34,33,1208,198,495,216,5.4659,500001,<1H OCEAN
-122.11,37.67,38,1035,247,599,224,3.0917,167200,NEAR BAY
-122.38,40.54,36,1216,240,647,228,2.6944,75300,INLAND
-117.93,33.68,33,2664,432,1197,429,5.069,264200,<1H OCEAN
-119.22,34.18,17,3332,762,1797,673,4.4292,231200,NEAR OCEAN
-117.32,34.06,52,802,160,564,131,2.1591,63500,INLAND
-118.11,33.93,17,1205,347,736,342,3.2011,162500,<1H OCEAN
-118.19,33.99,36,1273,379,1398,353,2.4516,147800,<1H OCEAN
-121.47,38.52,26,2177,638,1971,560,1.2575,66800,INLAND
-118.12,33.94,35,1813,313,825,316,5.2485,323800,<1H OCEAN
-118.32,34.08,52,2370,473,1053,434,4.1429,380300,<1H OCEAN
-115.93,35.55,18,1321,272,754,226,3.4028,67500,INLAND
-122.45,37.66,36,5456,926,2761,916,4.7755,280700,NEAR OCEAN
-117.29,34.09,24,1451,387,1178,330,1.1806,68300,INLAND
-117.88,33.76,37,2988,677,2354,666,3.4345,235500,<1H OCEAN
-117.2,32.76,40,581,157,298,156,2.4,255000,NEAR OCEAN
-119.03,35.45,14,3520,604,1748,582,4.3162,87100,INLAND
-122.12,37.28,21,349,64,149,56,5.8691,360000,<1H OCEAN
-117.33,34.03,18,2342,402,1264,382,4.7986,123700,INLAND
-118.93,36.19,30,2685,546,951,523,2.6184,113900,INLAND
-121.47,38.61,31,1072,,781,281,1.6563,65800,INLAND
-121.39,38.62,27,5693,1487,2334,1387,2.2844,170500,INLAND
-118.01,33.83,23,1086,268,825,250,2.4609,219600,<1H OCEAN
-118.17,33.82,52,2539,497,1152,488,4.1354,268200,NEAR OCEAN
-118.04,33.98,50,1951,458,1362,454,3,163200,<1H OCEAN
-117.73,33.61,17,2612,582,832,564,2.6759,120600,<1H OCEAN
-119.18,34.15,22,4769,1366,5534,1318,2.4167,192000,NEAR OCEAN
-120.87,37.76,16,2022,413,1126,408,2.5655,116400,INLAND
-118.24,34.15,20,2734,658,1562,607,3.3906,284100,<1H OCEAN
-122.44,37.8,52,1580,470,714,448,3.2447,500001,NEAR BAY
-118.17,34.12,30,3376,720,1990,725,3.7813,232000,<1H OCEAN
-118.36,34.03,38,2365,638,2259,607,2.0879,120700,<1H OCEAN
-118.27,34.06,26,513,338,1204,321,1.4904,275000,<1H OCEAN
-122.76,38.44,14,4376,797,1809,746,3.8244,180000,<1H OCEAN
-118.1,33.97,20,1878,548,1461,516,2.9821,142500,<1H OCEAN
-120.55,38.43,18,1564,357,618,277,2.3549,108900,INLAND
-118.18,34.08,35,2226,602,2230,549,2.9167,129300,<1H OCEAN
-118.82,35.2,34,2185,469,1910,455,2.1136,57300,INLAND
-122.23,40.57,18,1633,243,750,252,5.1585,150800,INLAND
-118.44,34.16,35,3080,642,1362,623,4.1218,328500,<1H OCEAN
-117.14,32.76,32,2587,681,1246,650,2.1727,145500,NEAR OCEAN
-117.08,32.8,25,2963,552,1162,556,3.625,184500,NEAR OCEAN
-118.31,34.1,40,4984,2158,4828,2028,1.6903,350000,<1H OCEAN
-119.64,37.61,30,2857,661,291,135,2.6838,164600,INLAND
-118.51,34.11,29,9013,1117,2919,1061,13.947,500001,<1H OCEAN
-121.77,36.71,18,6601,1395,3562,1299,3.512,174800,<1H OCEAN
-118.63,34.11,35,3795,690,1521,653,5.8735,448100,<1H OCEAN
-122.31,40.89,18,754,161,247,107,2.2583,78800,INLAND
-121.51,38.57,36,613,166,425,147,2.2031,93800,INLAND
-121.89,37.3,46,2639,448,938,424,5.0662,331600,<1H OCEAN
-121.85,36.6,21,2381,701,1264,659,2.5372,218000,<1H OCEAN
-118.11,34.01,41,815,252,775,231,2.2847,190000,<1H OCEAN
-120.42,34.96,20,1678,307,840,316,4.4342,160700,<1H OCEAN
-121.9,37.35,42,2082,626,1396,610,3.25,185300,<1H OCEAN
-122.17,37.77,39,1612,342,912,322,3.3958,141900,NEAR BAY
-117.77,34.06,27,2178,629,2379,591,1.9766,108000,INLAND
-121.89,37.25,21,2080,352,1040,325,5.2887,264500,<1H OCEAN
-118.84,34.15,17,3785,494,1527,507,8.4443,358500,<1H OCEAN
-118.42,34.01,42,1700,438,997,436,2.9213,305000,<1H OCEAN
-118.32,34.07,52,2156,306,861,311,8.8062,500001,<1H OCEAN
-122.36,37.72,10,479,125,355,108,2.7083,180400,NEAR BAY
-121.43,38.46,18,1378,235,818,262,4.0625,100300,INLAND
-122.47,37.81,45,6927,1258,4715,1165,3.4051,500001,NEAR BAY
-118.53,34.14,28,6920,906,2515,860,9.2189,500001,<1H OCEAN
-117.87,33.64,26,3521,455,1336,451,10.2849,500001,<1H OCEAN
-121.85,39.72,18,7272,1559,5022,1524,1.6911,98800,INLAND
-118.02,33.72,22,8844,1706,4404,1594,4.4453,267800,<1H OCEAN
-120.47,37.29,16,749,222,1277,224,1.2054,60900,INLAND
-115.64,32.8,23,1228,235,569,235,3.1667,125000,INLAND
-117.69,33.6,19,3562,439,1584,470,6.4211,288100,<1H OCEAN
-118.98,35.38,34,1020,247,795,228,1.625,50800,INLAND
-121.61,39.77,25,1612,313,837,303,2.963,89500,INLAND
-117.32,33.17,18,2143,299,828,283,4.2383,239000,NEAR OCEAN
-119.24,36.8,17,2052,405,975,340,2.6902,94400,INLAND
-118.35,34.06,52,2837,602,1164,551,3.2411,250000,<1H OCEAN
-118.07,34.17,36,2415,394,1215,413,5.5418,326100,INLAND
-122.42,37.71,44,2080,489,1781,478,3.6827,215300,NEAR BAY
-117.02,32.64,5,260,41,157,42,6.5151,281700,NEAR OCEAN
-118.39,34.19,23,1875,710,2555,657,2.0968,162500,<1H OCEAN
-122.18,40.02,30,1952,397,961,333,2.25,68200,INLAND
-121.01,37.37,41,1045,233,632,230,2.3583,95000,INLAND
-121.45,38.61,34,438,116,263,100,0.9379,67500,INLAND
-121.97,37.52,23,4925,948,2530,894,5.0824,230900,<1H OCEAN
-122.85,38.37,16,1762,293,810,297,4.4437,305000,<1H OCEAN
-118.88,34.02,19,15990,2611,5175,2173,7.7848,500001,NEAR OCEAN
-122.12,37.41,33,2892,617,1250,581,5.3727,360900,NEAR BAY
-121.23,38.69,19,5268,849,2357,849,3.9226,148700,INLAND
-118.13,33.79,20,6678,1797,3625,1599,3.7716,242900,NEAR OCEAN
-120.07,36.96,34,1457,239,557,226,3.6181,96500,INLAND
-117.86,33.84,19,1725,392,920,400,3.0087,159400,<1H OCEAN
-118.31,33.96,43,2149,493,1316,462,1.528,131800,<1H OCEAN
-122.54,37.94,39,3670,775,1519,788,4.4081,435200,NEAR BAY
-119.29,34.45,26,2849,535,1383,532,2.6893,230800,<1H OCEAN
-117.92,33.91,33,2868,382,1204,412,6.1825,336900,<1H OCEAN
-124.16,40.8,52,2416,618,1150,571,1.7308,80500,NEAR OCEAN
-119.83,36.8,16,6101,1200,3407,1134,3.125,80800,INLAND
-118.38,33.87,21,4151,1018,2054,925,4.9821,292900,<1H OCEAN
-122.67,38.25,32,1333,235,660,206,4.0729,288500,<1H OCEAN
-118.02,33.9,34,1636,358,977,357,3.5938,209900,<1H OCEAN
-122.27,37.85,52,1966,347,793,331,2.775,152500,NEAR BAY
-117.17,32.68,16,5895,1424,873,522,7.3669,187500,NEAR OCEAN
-124.14,40.59,22,1665,405,826,382,1.5625,66800,NEAR OCEAN
-116.31,34.13,20,2352,556,1217,481,1.6063,55400,INLAND
-121.31,37.9,38,226,44,125,38,2.9,125000,INLAND
-119.42,35.19,26,890,172,483,170,4.15,68200,INLAND
-121.69,36.8,19,2164,410,1309,426,3.338,185300,<1H OCEAN
-119.55,36.6,18,2379,448,1638,436,2.309,57100,INLAND
-117.86,33.76,34,3153,561,1679,532,4.7083,205300,<1H OCEAN
-119.22,35.68,16,2874,677,3078,651,1.8843,55200,INLAND
-118.05,34.08,25,4909,1422,4983,1293,2.7254,143500,<1H OCEAN
-122.21,37.8,38,2254,535,951,487,3.0812,233100,NEAR BAY
-118.31,34.09,36,787,420,1506,360,1.2412,216700,<1H OCEAN
-119.27,35.89,18,1855,424,1839,392,1.7572,53300,INLAND
-119.31,36.62,33,1485,374,1544,329,1.7292,52000,INLAND
-117.69,34.03,20,6374,1412,3690,1350,3.4184,162500,INLAND
-122.4,37.79,52,1185,660,1007,623,1.4552,450000,NEAR BAY
-119.69,36.38,25,1688,302,879,277,3.3214,103100,INLAND
-121.3,38.75,36,3903,885,2313,804,2.655,86300,INLAND
-117.84,33.8,34,2004,331,843,328,3.59,230600,<1H OCEAN
-117.7,33.54,4,4956,693,1802,625,7.9338,354700,<1H OCEAN
-117.41,33.96,27,2341,418,1272,415,3.0208,112700,INLAND
-122.01,38.25,16,1081,181,792,184,4.6779,131300,INLAND
-117.9,33.65,24,4496,877,1928,855,4.6808,245500,<1H OCEAN
-117.15,34.48,31,265,55,186,55,2.125,64800,INLAND
-118.51,34.21,36,2396,421,1064,398,4.7,223600,<1H OCEAN
-118.32,33.93,34,1536,273,804,287,4.9615,157800,<1H OCEAN
-117.98,34.13,37,1447,309,1279,290,4.0083,142900,INLAND
-120.9,39.93,23,2679,546,1424,529,2.8812,81900,INLAND
-117.19,34.03,36,2223,361,942,331,4.6806,152400,INLAND
-117.08,32.62,36,1674,309,818,307,3.4773,150400,NEAR OCEAN
-119.3,34.42,18,5591,1042,2860,1026,3.5822,219900,NEAR OCEAN
-122.26,38.57,22,509,103,139,73,2.1979,152800,INLAND
-122.5,37.74,45,1771,349,1098,342,3.7552,296600,NEAR OCEAN
-120.82,37.49,25,1611,285,882,261,3.5547,122400,INLAND
-117.24,32.75,36,2831,669,1279,660,2.9896,252700,NEAR OCEAN
-118.21,33.96,38,2090,519,1871,504,2.4688,169000,<1H OCEAN
-117.7,33.5,4,2351,445,834,397,5.5677,245400,<1H OCEAN
-121.92,37.45,10,3937,1054,2032,1002,3.2617,252200,<1H OCEAN
-122.28,37.81,17,1237,462,762,439,0.9241,177500,NEAR BAY
-118.03,34.08,32,1780,484,1732,454,2.4464,169600,INLAND
-117.01,33.97,18,4775,886,1868,836,2.3355,118800,INLAND
-118.18,33.78,36,1697,550,1379,434,1.2746,129700,NEAR OCEAN
-116.95,32.82,18,3038,592,1904,595,3.8024,144900,<1H OCEAN
-122.28,37.79,30,4145,869,3668,855,2.5444,275000,NEAR BAY
-117.67,34.06,26,1592,429,1182,365,2.4583,110400,INLAND
-120.84,37.4,7,2773,530,1374,505,2.6214,103800,INLAND
-117.24,32.81,34,2420,391,917,392,6.5881,394400,NEAR OCEAN
-119.2,36.28,22,2295,508,1654,478,1.684,65900,INLAND
-117.88,33.9,21,3180,434,1413,391,6.5945,277300,<1H OCEAN
-122.23,39.95,21,2087,382,888,361,2.207,86400,INLAND
-117.31,34.08,43,1697,387,1181,352,1.9234,74600,INLAND
-122.02,37.87,14,3056,369,1209,377,8.4352,441400,NEAR BAY
-119,35.4,44,2250,378,928,379,4.3906,93900,INLAND
-117.22,33.48,5,1585,247,510,181,6.9136,493300,<1H OCEAN
-117.9,33.8,27,2176,442,1440,418,4.375,212500,<1H OCEAN
-121.84,37.34,27,2512,526,3033,526,4.25,162900,<1H OCEAN
-118.56,34.41,4,17313,3224,6902,2707,5.6798,320900,<1H OCEAN
-119.16,34.17,17,7982,1603,6437,1596,4.1279,223900,NEAR OCEAN
-121.23,38.65,19,2926,476,1349,480,4.6437,212900,INLAND
-118.2,34.1,30,3643,1197,4336,1163,2.07,154500,<1H OCEAN
-117.13,32.75,37,4142,1031,1936,968,2.693,174100,NEAR OCEAN
-118.39,34.22,40,712,149,533,155,3.695,165200,<1H OCEAN
-121.81,37.31,15,1794,366,1533,371,5.7843,209900,<1H OCEAN
-118.45,34.15,20,3876,799,1334,753,4.5656,478400,<1H OCEAN
-121.39,38.51,19,1808,375,758,320,2.0062,92000,INLAND
-117.7,34,15,4905,711,2711,762,5.7021,193100,INLAND
-118.27,33.98,30,1966,584,2028,535,1.625,101500,<1H OCEAN
-121.41,38.58,18,6955,1882,2803,1740,3.089,141400,INLAND
-122.27,38,15,1216,166,572,178,5.8418,240300,NEAR BAY
-118.3,33.96,39,2802,618,1524,529,2.6518,136300,<1H OCEAN
-121.82,37.81,12,4711,659,2089,621,8.3209,485400,INLAND
-122.93,40.78,20,3758,798,1685,757,2.3667,91200,INLAND
-122.49,38.1,43,1226,244,491,205,4.9286,307000,NEAR BAY
-121.23,37.92,28,590,129,315,99,1.8958,85700,INLAND
-119.22,34.28,24,2212,332,899,331,5.533,299700,NEAR OCEAN
-121.27,37.56,31,1223,330,1067,245,2.8558,100000,INLAND
-119.27,35.5,34,1367,329,796,319,2.8269,61100,INLAND
-118.28,33.99,37,1971,513,1673,464,1.4625,103000,<1H OCEAN
-122.06,37.96,37,1784,313,788,304,4.2917,189600,NEAR BAY
-124.16,41.92,19,1668,324,841,283,2.1336,75000,NEAR OCEAN
-118.08,33.91,30,1366,460,920,410,0.9946,159900,<1H OCEAN
-122.71,38.46,42,1574,376,844,369,2.314,169400,<1H OCEAN
-117.99,33.93,33,2299,431,1049,447,3.6458,208100,<1H OCEAN
-120.13,39.06,22,2465,539,381,146,2.875,87500,INLAND
-122.1,40.03,25,2516,,1266,494,1.7566,58400,INLAND
-121.25,38.01,16,2397,501,1053,557,2.6994,112500,INLAND
-118.2,33.99,30,1474,459,1844,464,2.551,160000,<1H OCEAN
-117.88,33.71,20,1738,509,1403,411,3.1742,245000,<1H OCEAN
-115.57,32.78,15,1413,279,803,277,4.3021,87500,INLAND
-119.56,37.29,14,2391,451,798,308,3.0924,114600,INLAND
-122.19,38.09,8,614,118,278,115,6.3735,166300,NEAR BAY
-121.76,36.92,36,2096,409,1454,394,3.2216,238300,<1H OCEAN
-117.04,33.01,28,922,107,314,97,8.4721,342300,<1H OCEAN
-121.84,39.73,52,857,232,520,198,0.987,112500,INLAND
-119.81,37.67,24,172,42,79,30,3.8333,93800,INLAND
-122.45,37.73,52,1350,241,752,246,3.2448,266200,NEAR BAY
-122.42,37.8,52,4079,1112,1466,1024,4.5913,500001,NEAR BAY
-123.32,39.42,22,2085,432,1133,402,2.3906,92600,<1H OCEAN
-121.43,36.5,14,1835,468,1867,461,2.3879,129800,<1H OCEAN
-121.86,38,16,3216,464,1504,453,5.25,161700,INLAND
-119.8,36.02,20,156,39,171,37,3.05,225000,INLAND
-118.34,34.13,45,2375,417,751,410,6.6739,500001,<1H OCEAN
-120.44,34.93,15,868,244,1133,253,2.0995,87500,<1H OCEAN
-121.89,36.6,40,626,164,337,150,2.7917,225000,<1H OCEAN
-121.43,38.56,41,1105,227,443,210,3.1827,131700,INLAND
-117.85,33.77,23,5928,1204,3570,1150,4.0398,233100,<1H OCEAN
-121.92,37.34,35,357,120,377,99,3.0139,204200,<1H OCEAN
-119.46,36.25,32,1702,348,1016,350,2.5,73600,INLAND
-118.38,34.16,42,2358,546,1065,523,3.1289,320600,<1H OCEAN
-122.52,37.96,35,2012,346,818,352,5.2818,331000,NEAR BAY
-117.61,34.04,8,4116,766,1785,745,3.1672,150200,INLAND
-122.44,37.79,52,1903,461,831,433,4.4464,500001,NEAR BAY
-122.46,37.76,52,2236,545,1186,532,3.4531,414300,NEAR BAY
-118.47,34,41,2331,636,1839,537,2.288,263500,<1H OCEAN
-122.64,38.23,49,2300,463,1061,429,4.075,228800,<1H OCEAN
-121.02,39.01,17,4786,799,2066,770,3.9734,185400,INLAND
-122.83,38.98,17,1383,347,719,296,1.6164,77800,INLAND
-118.12,33.84,37,1242,221,565,213,4.1094,215800,<1H OCEAN
-121.16,39.18,14,1006,187,462,185,3.1042,152000,INLAND
-122.28,37.84,52,2153,481,1168,441,1.9615,115200,NEAR BAY
-119.57,36.09,6,2015,413,992,319,2.3889,53200,INLAND
-121.97,37.97,27,1691,289,807,296,6.1168,210500,INLAND
-118.21,34.11,32,2759,499,1661,533,4.3812,228200,<1H OCEAN
-117.09,32.74,23,3130,779,2472,744,2.32,93200,NEAR OCEAN
-119.82,36.82,28,2268,336,752,330,5.2809,151500,INLAND
-122.07,37.31,24,4401,698,1818,685,7.2986,500001,<1H OCEAN
-118.34,33.99,48,2225,433,1170,401,2.9643,140400,<1H OCEAN
-121.3,38.01,30,2547,485,1547,501,3.994,95500,INLAND
-124.07,40.87,47,1765,326,796,333,2.2138,99200,NEAR OCEAN
-122.15,37.72,31,1616,372,739,379,2.9097,210900,NEAR BAY
-117.94,33.66,16,2095,450,963,411,5.5,224100,<1H OCEAN
-118.37,33.89,21,2696,548,1142,473,5.6091,356800,<1H OCEAN
-118.36,34.08,52,1902,488,848,478,2.9621,175000,<1H OCEAN
-118.28,33.98,47,865,193,782,217,2.2411,93000,<1H OCEAN
-121.3,38,27,2918,580,1338,544,2.6495,116200,INLAND
-122.45,41.28,15,2740,503,1188,445,3.4519,128800,INLAND
-121.97,37.53,26,2506,387,1273,406,5.4299,236400,<1H OCEAN
-118.24,34.14,9,4877,1488,4486,1458,2.4421,222100,<1H OCEAN
-118.85,34.18,11,5873,1455,3089,1365,3.5504,173800,<1H OCEAN
-122.03,37.91,29,5438,871,2310,890,5.0362,275300,NEAR BAY
-117.94,33.8,23,2757,734,1811,707,2.8,214300,<1H OCEAN
-122.19,37.48,45,886,165,492,173,4.2708,267000,NEAR BAY
-118.45,34.17,21,2152,527,996,470,3.2386,277300,<1H OCEAN
-119.79,36.72,41,1562,322,927,277,1.3047,44100,INLAND
-121.43,37.75,34,1280,268,754,294,3.1333,132000,INLAND
-121.08,39.18,19,2323,397,963,379,3.7426,162700,INLAND
-118.25,33.93,42,763,191,754,174,2.0486,101800,<1H OCEAN
-117.72,34.05,8,1841,409,1243,394,4.0614,107000,INLAND
-118.26,33.78,27,1672,491,1723,462,2.0458,174500,NEAR OCEAN
-119.36,36.21,18,1082,202,793,213,2.4032,60000,INLAND
-122.04,39.72,23,2502,481,1443,455,2.5625,70000,INLAND
-117.65,34.11,29,2927,634,1710,623,3.6219,176600,INLAND
-119.86,36.82,12,1488,253,675,223,4.7622,89300,INLAND
-116.98,32.75,18,1519,369,802,347,2.9886,170800,<1H OCEAN
-117.07,32.59,21,1779,466,1327,488,1.6007,96200,NEAR OCEAN
-121.74,39.59,24,1535,279,726,272,2.3833,95100,INLAND
-121.93,36.6,33,3455,683,1704,663,4.0154,225700,NEAR OCEAN
-117.3,33.07,16,3147,765,2165,690,3.5585,284800,NEAR OCEAN
-118.27,33.81,10,1881,571,1769,553,3.9286,114000,<1H OCEAN
-119.29,36.31,14,2382,377,1278,386,5.1896,101900,INLAND
-122.63,38.23,45,2264,504,1076,472,3.0139,194100,<1H OCEAN
-121.63,36.65,44,309,121,315,80,1.6071,112500,<1H OCEAN
-117.11,32.76,19,2188,616,1304,607,2.0852,114400,NEAR OCEAN
-121.35,38.56,16,2629,491,1265,485,4.5066,140200,INLAND
-117.1,32.72,5,1615,387,1094,394,2.2024,137200,NEAR OCEAN
-122.3,37.91,39,2686,569,1159,559,2.9441,200400,NEAR BAY
-118.28,33.73,39,2602,802,2178,737,2.0469,234500,NEAR OCEAN
-118.21,33.88,29,1976,444,1254,371,2.1782,126800,<1H OCEAN
-118.19,34.02,40,474,124,546,121,2.3438,137500,<1H OCEAN
-118.2,34.19,38,2176,266,798,243,15.0001,500001,<1H OCEAN
-121.37,38.69,35,1093,192,590,190,2.7009,80200,INLAND
-122.21,37.79,45,2115,533,1530,474,2.4167,139400,NEAR BAY
-118,33.81,22,2642,640,1702,588,3.5268,174700,<1H OCEAN
-121.3,38.13,23,2864,504,1298,499,3.2303,131800,INLAND
-118.24,33.99,28,312,89,498,87,2.4107,96400,<1H OCEAN
-121.23,38.78,13,3813,871,1513,783,2.0807,142600,INLAND
-118.85,34.25,17,5593,732,1992,660,7.2965,342900,<1H OCEAN
-118.35,34.05,44,1856,493,1374,469,2.0984,158000,<1H OCEAN
-122.48,37.69,33,2347,512,1259,481,3.4492,264300,NEAR OCEAN
-118.02,33.91,35,2182,390,1248,399,5.4236,216700,<1H OCEAN
-118.26,34.01,38,697,208,749,206,1.4653,118800,<1H OCEAN
-118.19,33.99,35,1172,436,1741,408,2.4596,154700,<1H OCEAN
-122.2,39.51,37,2358,413,1060,424,2.8333,69700,INLAND
-121.6,39.77,23,2263,497,1138,455,2.3403,87300,INLAND
-122.65,38.92,30,70,38,20,13,4.125,112500,INLAND
-122.06,37.37,18,3058,661,1377,675,6.1299,500001,<1H OCEAN
-118.2,33.79,25,2851,968,3744,906,2.0675,116700,NEAR OCEAN
-121.95,37.41,13,2164,412,1087,411,4.7625,137500,<1H OCEAN
-118.74,34.28,21,4056,637,1974,634,5.9024,221000,<1H OCEAN
-121.65,39.53,23,1387,325,640,289,1.4833,65200,INLAND
-122.61,38.09,18,6205,821,2311,756,6.9081,368700,<1H OCEAN
-119.02,35.36,48,1833,396,947,363,2.2827,70000,INLAND
-119.03,34.24,25,3655,545,1776,544,5.687,238100,<1H OCEAN
-118.55,34.19,18,5862,,3161,1280,3.1106,170600,<1H OCEAN
-122.46,37.72,49,1207,255,658,220,4.0859,228600,NEAR OCEAN
-122.33,37.94,42,1695,345,719,334,3.9417,139100,NEAR BAY
-117.22,32.73,38,3966,768,1640,729,3.8409,291400,NEAR OCEAN
-118.02,34.08,28,2769,631,2452,581,2.6071,175900,INLAND
-122.4,37.76,52,4265,912,1555,836,4.119,298300,NEAR BAY
-122,36.98,20,2502,454,981,399,4.3,275000,NEAR OCEAN
-119.86,36.45,19,2439,462,1416,469,2.4474,75600,INLAND
-122.24,37.79,27,1632,492,1171,429,2.3173,125000,NEAR BAY
-118.13,34.21,36,1449,235,621,210,6.1824,274100,INLAND
-117.24,32.82,20,2467,332,731,335,7.2559,392300,NEAR OCEAN
-117.44,33.9,23,4487,754,2609,778,4.2788,148700,INLAND
-121.91,36.55,39,5468,834,1782,712,5.7248,398800,NEAR OCEAN
-118.32,34.62,31,1398,273,884,299,4.8409,264900,INLAND
-120.97,38.65,9,3707,602,1601,555,4.0714,300600,INLAND
-122.39,37.74,42,4110,846,2147,674,2.5694,201000,NEAR BAY
-118.28,34.05,41,1075,597,2260,614,1.3,162500,<1H OCEAN
-117.2,33.15,11,4091,864,1927,765,3.0139,199000,<1H OCEAN
-118.34,33.79,36,716,123,388,124,5.0254,350000,<1H OCEAN
-122.12,37.16,32,1602,317,752,275,5.1664,185100,NEAR OCEAN
-122.43,37.73,52,1985,401,1337,424,4.1071,240900,NEAR BAY
-122.42,37.66,28,3520,672,1746,602,4.9236,273500,NEAR OCEAN
-119.86,34.42,23,1450,642,1258,607,1.179,225000,NEAR OCEAN
-118.25,34.07,43,764,322,1275,306,2,175000,<1H OCEAN
-120.7,36.99,32,320,73,222,78,2.9271,87500,INLAND
-118.44,34.01,43,1408,246,651,240,4.5795,400000,<1H OCEAN
-118.52,34.28,33,1975,271,801,287,7.8193,379600,<1H OCEAN
-118.36,34.17,31,1939,505,1584,466,2.5234,199500,<1H OCEAN
-122.02,37.39,35,2297,497,1428,497,4.7431,239700,<1H OCEAN
-117.8,34.03,25,4240,643,1885,637,6.2384,247600,<1H OCEAN
-118.4,34.17,24,6347,,2945,1492,3.3545,221500,<1H OCEAN
-121.9,38,14,1930,363,990,322,4.1094,162200,INLAND
-118.33,34.06,52,1841,240,693,218,15.0001,500001,<1H OCEAN
-117.14,33.07,12,9302,1603,4074,1504,4.3513,199600,<1H OCEAN
-118.23,33.88,41,1941,367,1204,323,3.0417,113700,<1H OCEAN
-118.09,34.05,22,1764,357,1379,363,3.5357,199000,<1H OCEAN
-121,37.65,17,484,202,198,204,0.6825,187500,INLAND
-116.95,33.75,19,2238,573,1190,507,2.0714,85800,INLAND
-117.84,33.81,26,5574,1025,2607,988,4.0324,244900,<1H OCEAN
-118.06,33.89,26,2483,412,1538,449,5.1104,220500,<1H OCEAN
-121.79,36.85,28,1049,235,705,208,2.7321,150000,NEAR OCEAN
-121.98,37.31,28,3840,629,1883,662,6.4095,335900,<1H OCEAN
-122.24,40.17,51,2378,584,1083,494,1.577,51900,INLAND
-118.36,34.15,41,3545,698,1221,651,4.3,500001,<1H OCEAN
-121.02,39.27,52,3720,707,1424,609,3.2,155000,INLAND
-118.22,34.11,36,2870,529,1371,565,5.2083,220900,<1H OCEAN
-119.02,35.34,34,2861,510,1375,486,3.4286,71400,INLAND
-117.23,32.72,43,952,209,392,210,2.1635,244200,NEAR OCEAN
-122.49,37.69,35,2576,443,1273,433,4.7391,272800,NEAR OCEAN
-120.85,37.51,15,1131,285,728,281,1.5531,93100,INLAND
-118.32,33.8,29,3254,717,1593,680,4.0536,285800,<1H OCEAN
-121.76,37.68,52,2157,418,929,419,3.7301,204400,INLAND
-122.08,37.97,9,2643,439,1105,467,6.6579,245200,NEAR BAY
-122.44,37.52,16,7077,1179,3502,1148,5.9919,345100,NEAR OCEAN
-118.32,34.1,52,786,270,756,273,2.2311,206300,<1H OCEAN
-121.51,38.69,28,800,149,450,158,2.1029,108600,INLAND
-117.07,32.63,40,1706,322,796,303,3.5583,154900,NEAR OCEAN
-121.48,38.58,52,2501,757,1081,708,1.5872,157500,INLAND
-120.01,38.91,17,2732,609,1005,499,1.9851,86700,INLAND
-118.3,34.17,30,48,14,74,16,5.0056,162500,<1H OCEAN
-117.74,34.05,29,2452,700,3029,665,2.1354,110700,INLAND
-122.27,37.77,52,2388,559,1121,518,3.3269,234500,NEAR BAY
-118.11,34.06,16,2416,565,1750,514,2.8229,163700,<1H OCEAN
-122.18,38.23,21,2475,341,812,308,7.2589,320400,NEAR BAY
-118.15,34.05,31,3362,799,1939,754,3.5089,305800,<1H OCEAN
-122.14,37.75,33,1334,200,579,202,6.8323,255900,NEAR BAY
-122.01,37.98,29,2001,373,956,370,4.317,194000,NEAR BAY
-118.3,33.77,18,3821,795,2831,769,2.9571,346200,<1H OCEAN
-120.04,36.93,11,3606,699,2074,644,2.6941,63300,INLAND
-122.06,37.39,22,1236,290,413,274,3.6875,40000,NEAR BAY
-118.43,34.03,39,1733,429,855,387,3.2308,340800,<1H OCEAN
-119.35,36.21,26,2481,586,1445,498,1.6378,60300,INLAND
-118.33,34.15,44,1321,303,471,301,4.2679,331800,<1H OCEAN
-122.38,37.59,31,3052,844,1581,788,3.0744,457700,NEAR OCEAN
-119.99,38.93,23,1882,414,673,277,2.9091,141900,INLAND
-118.26,34.02,39,698,232,1046,228,2.2356,119500,<1H OCEAN
-122.07,37.63,35,1931,376,1175,337,3.7292,168100,NEAR BAY
-117.34,33.15,17,4505,1140,2111,1062,3.3536,283300,NEAR OCEAN
-122.57,37.99,38,5587,996,2466,1027,4.1711,336900,NEAR BAY
-122.59,38.01,35,8814,1307,3450,1258,6.1724,414300,NEAR BAY
-119.61,36.58,29,1312,280,788,271,2.6974,73000,INLAND
-118.86,34.19,26,3135,480,1474,458,6.1949,243500,<1H OCEAN
-118.37,34.2,33,1438,309,1378,306,2.8917,170400,<1H OCEAN
-118.33,34.18,48,2122,385,926,362,5.6975,231400,<1H OCEAN
-120.74,37.33,30,2390,470,1409,428,2.1484,81300,INLAND
-121.64,39.74,20,1808,334,763,335,2.3711,121800,INLAND
-119.74,36.8,18,10862,2401,5466,2209,2.4678,74300,INLAND
-117.12,32.59,28,2793,706,1825,676,2.6724,144500,NEAR OCEAN
-118.08,34.09,33,2557,578,1715,530,2.9196,208800,<1H OCEAN
-117.14,32.79,35,3578,582,1568,553,4.7813,188600,NEAR OCEAN
-117.37,33.18,19,1931,509,855,394,2.6979,266700,NEAR OCEAN
-119.02,35.42,40,1089,226,520,218,2.2727,67200,INLAND
-117.82,33.89,21,3079,509,1431,480,4.0714,278900,<1H OCEAN
